30,153,187,08858C
30,153,187,08858C
29,154,187,08858C
28,154,187,08858C
28,154,187,08858C
28,155,187,08858C
26,155,187,08858C
26,155,187,08858C
26,155,187,08858C
23,157,187,08858C
23,157,187,08858C
22,157,187,08858C
22,157,187,08858C
20,158,187,08858C
26,155,187,08858C
26,155,187,08858C
25,156,187,08858C
29,154,187,08858C
39,150,188,08858C
37,151,187,08858C
36,151,187,08858C
36,151,187,08858C
35,151,187,08858C
32,153,187,08858C
31,153,187,08858C
31,153,187,08858C
31,153,187,08858C
30,153,187,08858C
30,153,187,08858C
29,154,187,08858C
29,154,187,08858C
38,150,187,08858C
47,146,188,08858C
47,146,188,08858C
48,146,188,08858C
47,146,188,08858C
48,146,188,08858C
47,146,188,08858C
47,146,188,08858C
47,146,188,08858C
46,147,188,08858C
44,147,188,08858C
45,147,188,08858C
45,147,188,08858C
45,147,188,08858C
45,147,188,08858C
45,147,188,08858C
44,147,188,08858C
44,147,188,08858C
47,146,188,08858C
43,148,188,08858C
44,147,188,08858C
45,147,188,08858C
43,148,188,08858C
43,148,188,08858C
44,147,188,08858C
43,148,188,08858C
43,148,188,08858C
42,148,188,08858C
41,149,188,08858C
41,149,188,08858C
41,149,188,08858C
39,149,188,08858C
45,147,188,08858C
47,146,188,08858C
45,147,188,08858C
43,148,188,08858C
43,148,188,08858C
45,147,188,08858C
41,149,188,08858C
41,149,188,08858C
40,149,188,08858C
39,150,188,08858C
47,146,188,08858C
44,147,188,08858C
43,148,188,08858C
41,149,188,08858C
47,146,188,08858C
47,146,188,08858C
46,147,188,08858C
46,147,188,08858C
45,147,188,08858C
43,148,188,08858C
41,149,188,08858C
46,147,188,08858C
47,146,188,08858C
65,138,188,CCCCCC
65,138,188,CCCCCC
64,139,188,CCCCCC
66,138,188,CCCCCC
64,139,188,CCCCCC
62,140,188,CCCCCC
66,138,188,CCCCCC
72,136,188,4FC244
72,136,188,4FC244
69,137,188,4FC244
69,137,188,4FC244
68,137,188,CCCCCC
68,137,188,CCCCCC
68,137,188,CCCCCC
67,137,188,CCCCCC
65,138,188,CCCCCC
65,138,188,CCCCCC
73,135,188,4FC244
71,136,188,4FC244
66,138,188,CCCCCC
67,137,188,CCCCCC
67,137,188,CCCCCC
74,165,371,1F9D5A
74,165,371,1F9D5A
72,165,372,1F9D5A
71,166,372,1F9D5A
71,166,372,1F9D5A
70,166,372,1F9D5A
70,166,372,1F9D5A
65,166,373,1F9D5A
64,166,373,1F9D5A
64,166,373,1F9D5A
73,165,371,1F9D5A
68,166,372,1F9D5A
67,166,372,1F9D5A
66,166,373,1F9D5A
64,166,373,1F9D5A
68,166,372,1F9D5A
66,166,373,1F9D5A
66,166,373,1F9D5A
69,166,372,1F9D5A
71,166,372,1F9D5A
83,164,370,1F9D5A
83,164,370,1F9D5A
83,164,370,1F9D5A
81,165,370,1F9D5A
80,165,370,1F9D5A
79,165,371,1F9D5A
79,165,371,1F9D5A
78,165,371,1F9D5A
77,165,371,1F9D5A
76,165,371,1F9D5A
75,165,371,1F9D5A
73,165,371,1F9D5A
73,165,371,1F9D5A
81,165,370,1F9D5A
76,165,371,1F9D5A
76,165,371,1F9D5A
73,165,371,1F9D5A
81,165,370,1F9D5A
75,165,371,1F9D5A
73,165,371,1F9D5A
73,165,371,1F9D5A
90,164,369,1F9D5A
90,164,369,1F9D5A
89,164,369,1F9D5A
86,164,370,1F9D5A
86,164,370,1F9D5A
86,164,370,1F9D5A
86,164,370,1F9D5A
86,164,370,1F9D5A
84,164,370,1F9D5A
83,164,370,1F9D5A
83,164,370,1F9D5A
83,164,370,1F9D5A
83,164,370,1F9D5A
87,164,369,1F9D5A
86,164,370,1F9D5A
83,164,370,1F9D5A
86,164,370,1F9D5A
83,164,370,1F9D5A
84,164,370,1F9D5A
103,162,367,1F9D5A
104,162,367,1F9D5A
104,162,367,1F9D5A
103,162,367,1F9D5A
102,163,367,1F9D5A
101,163,367,1F9D5A
101,163,367,1F9D5A
100,163,368,1F9D5A
100,163,368,1F9D5A
99,163,368,1F9D5A
97,163,368,1F9D5A
97,163,368,1F9D5A
97,163,368,1F9D5A
96,163,368,1F9D5A
104,162,367,1F9D5A
99,163,368,1F9D5A
97,163,368,1F9D5A
97,163,368,1F9D5A
104,162,367,1F9D5A
114,161,366,1F9D5A
113,162,366,1F9D5A
112,162,366,1F9D5A
112,162,366,1F9D5A
111,162,366,1F9D5A
111,162,366,1F9D5A
110,162,366,1F9D5A
110,162,366,1F9D5A
108,162,366,1F9D5A
108,162,366,1F9D5A
107,162,367,1F9D5A
106,162,367,1F9D5A
105,162,367,1F9D5A
105,162,367,1F9D5A
104,162,367,1F9D5A
104,162,367,1F9D5A
104,162,367,1F9D5A
103,162,367,1F9D5A
106,162,367,1F9D5A
105,162,367,1F9D5A
103,162,367,1F9D5A
105,162,367,1F9D5A
105,162,367,1F9D5A
105,162,367,1F9D5A
111,162,366,1F9D5A
105,162,367,1F9D5A
122,161,364,CCCCCC
123,161,364,CCCCCC
122,161,364,CCCCCC
122,161,364,CCCCCC
120,161,365,CCCCCC
118,161,365,1F9D5A
118,161,365,1F9D5A
118,161,365,1F9D5A
115,161,365,1F9D5A
114,161,366,1F9D5A
115,161,365,1F9D5A
114,161,366,1F9D5A
115,161,365,1F9D5A
114,161,366,1F9D5A
114,161,366,1F9D5A
114,161,366,1F9D5A
114,161,366,1F9D5A
113,162,366,1F9D5A
113,162,366,1F9D5A
123,161,364,CCCCCC
123,161,364,CCCCCC
113,162,366,1F9D5A
72,175,388,1F9D5A
70,175,388,1F9D5A
73,175,388,1F9D5A
82,175,386,1F9D5A
80,175,387,1F9D5A
80,175,387,1F9D5A
79,175,387,1F9D5A
80,175,387,1F9D5A
80,175,387,1F9D5A
79,175,387,1F9D5A
79,175,387,1F9D5A
79,175,387,1F9D5A
78,175,387,1F9D5A
78,175,387,1F9D5A
78,175,387,1F9D5A
74,175,388,1F9D5A
74,175,388,1F9D5A
74,175,388,1F9D5A
74,175,388,1F9D5A
74,175,388,1F9D5A
73,175,388,1F9D5A
82,175,386,1F9D5A
80,175,387,1F9D5A
81,175,386,1F9D5A
78,175,387,1F9D5A
78,175,387,1F9D5A
75,175,388,1F9D5A
92,174,384,1F9D5A
92,174,384,1F9D5A
90,175,385,1F9D5A
89,175,385,1F9D5A
89,175,385,1F9D5A
88,175,385,1F9D5A
88,175,385,1F9D5A
91,174,385,1F9D5A
87,175,385,1F9D5A
86,175,386,1F9D5A
85,175,386,1F9D5A
87,175,385,1F9D5A
85,175,386,1F9D5A
85,175,386,1F9D5A
85,175,386,1F9D5A
82,175,386,1F9D5A
81,175,386,1F9D5A
81,175,386,1F9D5A
83,175,386,1F9D5A
83,175,386,1F9D5A
102,174,383,1F9D5A
101,174,383,1F9D5A
101,174,383,1F9D5A
100,174,383,1F9D5A
99,174,383,1F9D5A
99,174,383,1F9D5A
97,174,383,1F9D5A
97,174,383,1F9D5A
97,174,383,1F9D5A
97,174,383,1F9D5A
98,174,383,1F9D5A
92,174,384,1F9D5A
92,174,384,1F9D5A
92,174,384,1F9D5A
102,174,383,1F9D5A
102,174,383,1F9D5A
96,174,384,1F9D5A
96,174,384,1F9D5A
102,174,383,1F9D5A
111,174,381,1F9D5A
111,174,381,1F9D5A
111,174,381,1F9D5A
