Amplitude,Spike Count,Area,Peak (uV),Trough (uV),PTratio,Duration (ms),Footprint
137,1745,ORBl5,29.5,-107.3,0.3,0.37,22
200,135,ORBl5,46.2,-153.9,0.3,0.7,43
190,54,ORBl6a,60.1,-129.9,0.5,0.7,76
133,3083,ORBl6a,87.1,-45.6,1.9,0.17,0
112,1545,ORBl6a,19.9,-92.1,0.2,1.27,43
57,136,ORBl6a,20.4,-36.6,0.6,0.63,21
67,194,ORBl6a,9.7,-57.3,0.2,1.07,20
267,90,ORBl6a,74.3,-192.3,0.4,0.63,69
258,56,ORBl6a,57.2,-200.7,0.3,0.6,50
121,472,ORBl6a,45.3,-75.4,0.6,0.6,42
84,2069,ORBl6a,32.9,-50.8,0.6,0.77,29
260,390,AIv6a,74.1,-185.7,0.4,0.13,34
69,338,ORBl6a,27.4,-41.1,0.7,0.7,44
722,224,ORBl2/3,150.7,-571.5,0.3,0.7,83
160,5501,ORBl2/3,51.3,-108.9,0.5,0.67,56
117,1345,ORBl2/3,21.7,-95.5,0.2,0.4,59
328,279,ORBl2/3,86.1,-241.8,0.4,0.63,66
1163,634,ORBl2/3,186,-977,0.2,0.67,134
811,249,ORBl2/3,161.7,-649.5,0.2,0.63,84
227,1115,ORBl2/3,48.7,-178.1,0.3,0.47,56
370,2486,ORBl2/3,86.3,-283.3,0.3,0.87,62
282,1795,ORBl2/3,57.5,-224.6,0.3,0.73,68
193,648,ORBl2/3,46.3,-146.2,0.3,0.77,63
114,7525,ORBl2/3,35.9,-77.7,0.5,0.3,23
1097,587,ORBl2/3,184.1,-913.2,0.2,0.67,131
415,162,ORBl5,107.9,-307,0.4,0.67,78
214,3693,ORBl5,44.8,-169.6,0.3,0.73,45
178,475,ORBl5,64,-113.9,0.6,0.63,46
126,1183,ORBl2/3,27.4,-98.9,0.3,0.73,48
234,503,ORBl2/3,58.2,-176.2,0.3,0.67,81
191,343,ORBl2/3,44,-147.3,0.3,0.8,68
143,330,ORBl2/3,28.7,-114,0.3,0.87,49
110,503,ORBl2/3,44.1,-66.3,0.7,0.8,30
131,17288,ORBvl1,43.5,-87.6,0.5,0.33,33
215,171,ORBvl1,65.1,-149.6,0.4,0.33,47
189,3743,ORBvl1,46.3,-142.5,0.3,0.3,72
223,149,ORBvl1,68.7,-153.9,0.4,0.33,52
153,136,ORBl2/3,101,-51.7,2,0.77,56
221,4244,ORBl2/3,67.5,-153.4,0.4,0.3,50
277,2693,ORBl2/3,88.4,-188.5,0.5,0.33,52
197,336,ORBl2/3,81.3,-115.8,0.7,0.37,43
366,3670,ORBl2/3,72.4,-293.8,0.2,0.3,40
211,1194,ORBl2/3,49.8,-160.8,0.3,0.6,69
253,2400,ORBl2/3,88.8,-164.4,0.5,0.43,53
146,1314,ORBl2/3,29,-117.2,0.2,0.5,75
338,301,ORBl2/3,80.5,-257.6,0.3,0.6,45
433,3555,PIR,146.3,-286.9,0.5,0.2,81
270,996,PIR,65.2,-204.9,0.3,0.63,86
138,4406,PIR,35.8,-102.6,0.3,0.67,38
387,491,PIR,86.8,-300.2,0.3,0.43,52
744,142,PIR,150.8,-592.9,0.3,0.6,81
263,2312,PIR,75.2,-187.5,0.4,0.67,69
324,4949,PIR,96.1,-228,0.4,0.7,78
1169,533,PIR,194.4,-974.2,0.2,0.77,69
1206,485,PIR,194.2,-1012.2,0.2,0.8,67
935,1174,PIR,152.4,-782.8,0.2,0.77,64
1482,53,PIR,301.2,-1180.8,0.3,0.77,72
205,642,PIR,54.2,-150.9,0.4,0.63,61
172,4684,ORBvl1,45.8,-126.4,0.4,0.67,50
248,157,ORBvl1,55,-193.3,0.3,0.77,45
187,15430,ORBvl1,56.9,-130.1,0.4,0.47,33
144,412,ORBvl1,30.4,-113.8,0.3,0.43,25
234,4206,ORBvl1,52.4,-181.6,0.3,0.7,52
156,3424,ORBvl1,24.2,-132,0.2,0.4,42
141,918,PIR,31.3,-109.6,0.3,0.6,61
224,614,PIR,71.4,-152.3,0.5,0.6,68
474,1397,PIR,106.4,-367.9,0.3,0.7,88
94,1438,PIR,68.9,-25.1,2.7,0.6,31
224,1512,PIR,49,-175.4,0.3,0.47,57
270,4794,PIR,52.2,-218.2,0.2,0.57,62
514,3294,PIR,143.5,-370.9,0.4,0.5,103
1136,272,PIR,213.1,-922.6,0.2,0.5,110
214,8154,PIR,42.5,-171.2,0.2,0.4,47
216,1649,PIR,46.7,-169.5,0.3,0.6,59
309,1426,PIR,83.5,-225.6,0.4,0.63,65
327,58,PIR,45.2,-281.9,0.2,0.47,59
310,1647,PIR,73.3,-236.2,0.3,0.57,74
537,1157,PIR,149,-387.6,0.4,0.6,94
275,60,PIR,62.4,-213.1,0.3,0.53,51
378,2592,PIR,55.7,-322.3,0.2,0.63,55
563,2912,PIR,163.2,-399.5,0.4,0.5,102
685,267,PIR,115.3,-570.1,0.2,0.5,70
243,3627,PIR,74.7,-168.6,0.4,0.4,38
502,188,PIR,162.2,-339.6,0.5,0.53,96
320,1296,PIR,57.4,-262.6,0.2,0.6,48
343,1426,PIR,101.7,-240.9,0.4,0.53,86
516,74,PIR,136.9,-379.5,0.4,0.6,99
360,776,PIR,81,-279.1,0.3,0.43,56
292,1208,PIR,74.8,-216.8,0.3,0.57,58
154,718,PIR,35.1,-118.9,0.3,0.4,74
555,3237,PIR,145,-410.4,0.4,0.6,106
342,110,PIR,93.3,-249.1,0.4,0.5,52
453,1946,PIR,127.3,-325.8,0.4,0.5,123
331,380,PIR,95.2,-235.4,0.4,0.53,88
351,4391,PIR,102.5,-248.9,0.4,0.53,94
168,3275,PIR,117.6,-50.8,2.3,0.57,53
599,606,PIR,127.1,-472.3,0.3,0.53,59
420,686,PIR,106,-313.8,0.3,0.43,54
574,130,PIR,110.3,-463.4,0.2,0.5,60
398,456,PIR,102.6,-295,0.3,0.43,42
361,1233,PIR,84.4,-276.7,0.3,0.57,78
414,2212,PIR,114.8,-298.9,0.4,0.5,82
464,1934,PIR,135.5,-328.6,0.4,0.53,123
533,241,PIR,130.5,-402.5,0.3,0.53,105
536,2188,PIR,138.9,-397.3,0.3,0.57,93
578,123,PIR,115.9,-462.1,0.3,0.67,88
371,1577,PIR,82.4,-288.6,0.3,0.6,113
697,2344,PIR,188.3,-509.1,0.4,0.63,97
299,1096,PIR,72.7,-226.3,0.3,0.53,121
751,729,PIR,195.7,-555.7,0.4,0.6,108
268,2362,PIR,65.9,-201.8,0.3,0.5,95
431,2470,PIR,159.2,-271.5,0.6,0.17,79
144,21377,PIR,44.7,-99.1,0.5,0.87,25
242,1496,PIR,44.2,-197.6,0.2,0.6,58
228,533,PIR,54.7,-172.8,0.3,0.5,82
314,539,PIR,74.3,-239.8,0.3,0.6,97
309,4073,PIR,73.6,-235.7,0.3,0.43,56
436,623,PIR,105.7,-330.5,0.3,0.5,88
319,5902,PIR,89.8,-229.3,0.4,0.73,78
163,7766,PIR,32.2,-131.2,0.2,0.9,66
182,3102,PIR,81.3,-100.5,0.8,0.73,62
194,963,PIR,120,-73.9,1.6,0.77,62
318,1247,PIR,112.7,-205.4,0.5,0.33,95
99,4260,PIR,23.6,-75.4,0.3,0.53,39
348,358,PIR,96.1,-252.3,0.4,0.53,154
196,2701,PIR,51.1,-145.4,0.4,0.53,87
326,881,PIR,89.5,-236.2,0.4,0.53,100
151,912,PIR,37.2,-114.1,0.3,0.57,52
145,193,PIR,33,-111.7,0.3,0.77,79
263,331,PIR,98.1,-165,0.6,0.53,93
195,2960,PIR,62.5,-132.1,0.5,0.67,79
146,335,PIR,44.2,-101.8,0.4,0.4,50
146,2064,PIR,40.6,-105,0.4,0.73,99
222,461,PIR,67.9,-154.5,0.4,0.53,75
169,3664,PIR,42.2,-126.4,0.3,0.6,66
155,1170,PIR,34.7,-120,0.3,0.5,85
245,377,PIR,72.5,-172.1,0.4,0.47,69
206,253,PIR,69.7,-136.7,0.5,0.37,66
561,473,PIR,161,-400.4,0.4,0.4,65
587,477,PIR,159.6,-427.6,0.4,0.37,62
576,477,PIR,162.2,-413.4,0.4,0.4,62
232,651,PIR,46.9,-184.7,0.3,0.47,45
121,427,PIR,32.2,-89.1,0.4,0.6,79
163,1710,PIR,113,-50.3,2.2,0.9,62
339,4711,PIR,100.5,-238.2,0.4,0.53,61
694,1207,PIR,145.8,-548.7,0.3,0.53,70
257,4647,PIR,58.1,-199.2,0.3,0.67,45
397,1194,PIR,82.3,-314.8,0.3,0.47,57
155,665,PIR,39,-115.6,0.3,0.57,64
92,888,PIR,22,-70.1,0.3,0.53,74
137,786,PIR,36.4,-100.3,0.4,0.57,57
139,4801,PIR,41.5,-97.9,0.4,0.53,70
152,5917,PIR,43,-108.7,0.4,0.7,70
119,415,PIR,27,-92.3,0.3,0.47,72
294,1317,PIR,101.8,-191.8,0.5,0.53,56
106,1432,PIR,27,-79.3,0.3,0.53,34
149,417,PIR,40.1,-109.3,0.4,0.53,51
149,5478,PIR,90,-58.7,1.5,0.63,66
216,996,PIR,51.7,-164.6,0.3,0.57,71
176,5952,PIR,25.1,-150.7,0.2,0.23,17
301,1664,PIR,89.3,-211.5,0.4,0.3,66
175,10507,PIR,54,-120.6,0.4,0.17,44
195,357,PIR,172.5,-22.4,7.7,0.2,13
294,4571,PIR,110.6,-183.2,0.6,0.27,49
101,1314,PIR,17.4,-83.6,0.2,0.2,12
221,567,PIR,63.6,-157.1,0.4,0.43,41
237,24746,PIR,55.5,-181.5,0.3,0.23,14
162,19924,PIR,36.9,-124.8,0.3,0.23,14
139,915,PIR,36.3,-102.3,0.4,0.2,17
243,5205,PIR,32.5,-210.5,0.2,0.2,13
157,3872,PIR,26.7,-130.1,0.2,0.23,17
258,2667,PIR,55.4,-203,0.3,0.23,13
239,20222,PIR,43.1,-196.1,0.2,0.23,21
178,34777,PIR,40.3,-137.5,0.3,0.23,14
226,9950,PIR,45.6,-180.1,0.3,0.23,16
240,13112,PIR,43.1,-197.3,0.2,0.27,14
119,24401,PIR,29.6,-89.2,0.3,0.2,10
206,27291,PIR,30.4,-175.3,0.2,0.23,15
237,15663,PIR,40.1,-197.2,0.2,0.27,10
160,12666,PIR,41.8,-117.9,0.4,0.17,23
122,7988,PIR,87.6,-34.6,2.5,0.23,17
239,9442,PIR,44.1,-195.3,0.2,0.27,13
179,17974,PIR,37.5,-141.9,0.3,0.27,9
178,520,PIR,39.1,-139.3,0.3,0.2,23
234,13522,PIR,24.1,-209.9,0.1,0.37,17
185,928,PIR,30.3,-154.5,0.2,0.27,12
241,12594,PIR,30.6,-210.5,0.1,0.37,18
172,1937,PIR,30.7,-141.3,0.2,0.3,10
118,2189,PIR,27.1,-91.4,0.3,0.23,15
175,4336,PIR,54.3,-120.5,0.5,0.17,19
109,18782,PIR,20.1,-88.6,0.2,0.2,12
198,20847,PIR,42,-156.3,0.3,0.17,17
225,6471,PIR,41.7,-183.1,0.2,0.17,15
193,18917,PIR,20.5,-172.8,0.1,0.2,12
223,12066,PIR,32.1,-191.1,0.2,0.23,13
128,20043,PIR,25.9,-101.8,0.3,0.23,13
197,3190,MOs5,57.1,-139.5,0.4,0.37,56
97,5421,MOs2/3,30,-66.7,0.4,0.47,40
85,460,MOs2/3,26.2,-58.4,0.4,0.97,32
81,779,MOs2/3,28.3,-53.2,0.5,0.77,28
55,475,MOs2/3,19.1,-36.4,0.5,1.07,19
57,545,MOs2/3,22,-35.4,0.6,0.47,16
56,1436,MOs2/3,23.5,-32.9,0.7,0.43,27
60,2750,MOs2/3,18.1,-41.6,0.4,0.4,24
48,377,MOs2/3,13.8,-33.8,0.4,0.63,14
287,386,MOs5,75.8,-210.8,0.4,0.77,91
203,1295,MOs5,62.8,-140.6,0.4,0.63,104
176,2148,MOs5,56.7,-119.1,0.5,0.67,83
167,1928,MOs5,55,-111.8,0.5,0.6,46
286,876,MOs5,71.6,-214.7,0.3,0.67,99
294,396,MOs5,76,-218.2,0.3,0.83,91
294,354,MOs5,77.8,-216.2,0.4,0.73,81
271,295,MOs5,76.7,-193.8,0.4,0.8,88
264,471,MOs5,77.1,-187,0.4,0.8,74
335,826,MOs5,77.8,-256.8,0.3,0.6,98
448,115,MOs5,108.9,-338.9,0.3,0.73,63
344,205,MOs5,89.3,-254.6,0.4,0.73,63
140,1222,MOs5,34.5,-105.7,0.3,0.7,75
306,229,MOs5,97.4,-208.8,0.5,0.67,72
143,1165,MOs5,41.5,-101.9,0.4,0.73,36
123,137,MOs5,24.2,-98.5,0.2,1.07,41
357,674,MOs5,93.7,-263.6,0.4,0.8,59
150,199,MOs5,34.7,-115.2,0.3,0.43,34
97,697,MOs5,23.4,-73.6,0.3,0.8,37
182,10787,MOs5,64.2,-117.9,0.5,0.3,81
213,60,MOs5,52.6,-160.9,0.3,0.6,47
130,276,MOs5,30.5,-99.5,0.3,0.77,36
338,69,MOs5,68.8,-269.3,0.3,0.6,58
325,154,MOs5,69.9,-255.4,0.3,0.6,41
195,1243,MOs5,47.3,-147.9,0.3,0.67,38
290,307,MOs5,56.3,-233.7,0.2,0.6,41
278,502,MOs5,50.4,-227.3,0.2,0.6,40
128,481,MOs5,37.9,-89.8,0.4,0.7,60
72,6485,MOs5,15.1,-57.3,0.3,1.23,21
292,2775,MOs5,111.4,-180.2,0.6,0.17,46
184,264,MOs5,59.3,-124.5,0.5,0.57,83
413,7169,MOs5,112.4,-300.8,0.4,0.33,52
112,1431,MOs5,29.9,-82,0.4,0.63,50
159,1451,MOs5,53.1,-106,0.5,0.7,86
97,691,MOs5,30.8,-66.6,0.5,0.8,39
96,3624,MOs5,21.4,-74.2,0.3,0.77,28
100,460,MOs5,27.8,-72.3,0.4,0.7,57
79,792,MOs5,21.3,-57.4,0.4,0.67,27
123,1340,MOs5,38,-85.4,0.4,0.73,37
124,916,MOs5,26,-97.7,0.3,0.6,60
65,475,MOp5,21.6,-43.5,0.5,0.73,39
221,228,MOp5,63,-158.4,0.4,0.73,70
215,6639,MOp5,68.2,-146.6,0.5,0.23,111
143,3624,MOp5,37,-106.4,0.3,0.83,35
146,147,MOp5,35.3,-110.7,0.3,0.7,52
159,1340,MOp5,39.9,-119.5,0.3,0.6,36
181,855,MOp5,48.6,-132.8,0.4,0.5,53
1031,156,MOs5,219.5,-811.5,0.3,0.67,96
650,1599,MOs5,182,-467.7,0.4,0.63,93
252,224,MOs5,72.6,-179.4,0.4,0.6,71
856,2040,MOs5,175,-681.2,0.3,0.7,91
1114,1184,MOs5,258.1,-855.8,0.3,0.67,96
683,81,MOs5,201.5,-481.2,0.4,0.63,98
297,134,MOs5,97.1,-199.5,0.5,0.57,86
158,1457,MOs5,52.2,-105.7,0.5,0.7,75
243,2181,MOs5,84,-159,0.5,0.57,94
276,3118,MOs5,91.4,-184.9,0.5,0.6,73
195,2686,MOs5,61.6,-133.9,0.5,0.77,79
329,625,MOs5,83.8,-245.5,0.3,0.7,85
482,1298,MOs5,138.1,-343.5,0.4,0.67,92
430,3262,MOs5,129.4,-300.8,0.4,0.67,79
113,12310,MOs5,48.2,-65,0.7,1.1,64
183,1830,MOs5,65.7,-117.6,0.6,0.67,73
322,541,MOs5,103.1,-219.1,0.5,0.6,70
305,1748,MOs5,99.4,-205.8,0.5,0.53,70
193,201,MOs5,39.5,-153.5,0.3,0.7,72
128,2118,MOs5,41.5,-86.2,0.5,0.8,61
137,2260,MOs5,46.9,-90.6,0.5,0.57,48
187,11835,MOs5,66.1,-120.7,0.5,0.23,59
251,1587,MOs5,83,-168.2,0.5,0.6,56
239,979,MOs5,59.5,-179.2,0.3,0.67,45
116,1236,MOp5,36.7,-79,0.5,0.53,65
158,2281,MOs5,49.4,-108.8,0.5,0.57,87
138,995,MOs5,41.5,-96.8,0.4,0.23,37
113,910,MOs5,37.3,-76,0.5,0.7,64
192,807,MOs5,60,-132.5,0.5,0.6,54
160,895,MOs5,47.8,-111.7,0.4,0.73,49
97,302,MOp5,25.5,-71.8,0.4,0.73,64
112,645,MOp5,33,-78.6,0.4,0.57,64
127,513,MOs5,45.8,-81.1,0.6,0.63,43
494,1038,MOs5,155.5,-338.6,0.5,0.67,91
103,564,MOs5,33.2,-69.6,0.5,0.67,53
112,303,MOs5,37.3,-74.6,0.5,0.67,55
125,358,MOp6a,49,-76.4,0.6,0.23,7
126,709,MOp6a,29.1,-96.6,0.3,0.4,9
110,338,MOp5,33.8,-76,0.4,0.83,30
487,385,MOp5,96.3,-390.5,0.2,0.9,46
86,302,MOp5,18.4,-68.1,0.3,1,20
120,2334,MOp5,23.9,-96.2,0.2,0.23,14
97,346,MOp5,19.8,-77.6,0.3,0.77,44
220,567,MOp5,77.7,-142.6,0.5,0.77,48
95,1249,MOp5,29.3,-65.7,0.4,0.8,43
231,7852,MOp5,94.2,-136.6,0.7,0.27,30
165,176,MOp5,58.5,-106.4,0.5,0.57,62
152,2427,MOp5,44.1,-108.2,0.4,0.27,8
77,511,MOp5,26.3,-51,0.5,0.83,32
369,792,MOp5,100.5,-268.3,0.4,0.47,56
136,59,MOp5,41.7,-93.9,0.4,0.63,49
89,586,MOp5,30.3,-58.3,0.5,0.67,36
152,250,MOp5,42.7,-108.8,0.4,0.7,51
70,1186,MOp5,21.1,-49.3,0.4,0.67,39
251,395,MOp5,79.2,-171.8,0.5,0.63,44
77,714,MOp5,25.6,-51.2,0.5,0.67,40
116,797,MOp5,34.6,-81.6,0.4,0.73,51
68,294,MOp5,19,-49.4,0.4,0.7,47
122,777,MOp5,27.3,-94.9,0.3,0.8,43
113,582,MOp6a,42.9,-70.1,0.6,0.7,28
379,647,MOp6a,269.2,-110.1,2.4,0.3,3
109,666,MOp6a,79.1,-29.8,2.7,0.03,0
261,577,MOp6a,79.1,-181.6,0.4,0.83,66
207,1747,MOp6a,52,-155,0.3,0.83,56
81,203,MOp6a,13.9,-67.2,0.2,0.43,43
246,3022,MOp6a,77.2,-168.6,0.5,0.4,73
244,3001,MOp6a,78.4,-165.6,0.5,0.4,59
189,583,MOp6a,40.8,-148.6,0.3,0.3,13
100,464,MOp6a,23.6,-75.9,0.3,0.3,7
149,590,MOp6a,27.4,-121.3,0.2,0.37,12
196,767,MOp6a,53.2,-143,0.4,0.37,11
155,2870,MOp6a,57,-97.8,0.6,0.33,69
167,429,MOp6a,52.8,-114.2,0.5,1.1,57
128,129,MOp6a,90.3,-38,2.4,1.03,7
170,103,MOp6a,62.8,-107.3,0.6,0.77,37
109,347,MOp6a,53,-56.3,0.9,0.9,27
134,2638,MOp6a,92.6,-41.1,2.3,0.23,45
108,2339,MOp6a,75.5,-32.9,2.3,1.2,38
139,315,MOp6a,46.7,-92.1,0.5,0.9,64
66,436,MOp6a,15.4,-50.9,0.3,0.87,49
76,586,MOp6a,29.9,-46.4,0.6,0.87,32
144,351,MOp6a,100,-44,2.3,0.9,35
186,370,MOp6a,60.5,-125.6,0.5,0.73,54
120,534,MOp6a,29,-91.3,0.3,0.77,75
127,289,MOp6a,43.2,-83.8,0.5,0.73,55
199,542,MOp6a,51.5,-147.6,0.3,0.8,67
176,1211,MOp6a,39,-137,0.3,0.8,78
138,1686,MOp6a,35.5,-102.9,0.3,0.9,57
217,2967,MOp6a,57.5,-159.8,0.4,0.3,74
170,1245,MOp6a,43.1,-126.7,0.3,0.73,78
86,1241,MOp6a,27.6,-58.8,0.5,0.9,24
145,6821,MOp6a,53.4,-91.8,0.6,0.3,107
73,1497,MOp6a,27,-45.9,0.6,0.93,20
60,4498,MOp6a,39.9,-20,2,0.03,0
78,1178,MOp6a,42.3,-35.6,1.2,0.93,17
86,601,MOp6a,57.8,-28,2.1,0.83,0
118,684,MOp6a,30.5,-87.1,0.3,0.67,41
110,1455,MOp6a,52.6,-57,0.9,1,22
193,547,MOp6a,44.4,-148.2,0.3,0.83,68
65,1565,MOp6a,25.9,-38.9,0.7,0.8,19
63,785,MOp6a,25.7,-37.7,0.7,1.03,23
109,880,MOp6a,33.6,-75,0.4,0.83,71
105,1393,MOp6a,29.7,-75,0.4,0.9,36
44,420,MOp6a,17.9,-26.5,0.7,0.83,0
127,969,MOp6a,90,-37.2,2.4,0.83,22
107,722,MOp6a,75.1,-32.2,2.3,1,7
80,990,MOp6a,20.4,-59.8,0.3,0.83,48
74,599,MOp6a,22.5,-51.2,0.4,0.77,47
58,599,MOp6a,31.7,-26.7,1.2,0.93,17
69,569,MOp6a,40.8,-28,1.5,0.9,0
548,1207,AIv6a,153.7,-394.6,0.4,0.47,66
418,1768,AIv6a,105.1,-312.9,0.3,0.53,49
462,176,cc,103.2,-358.7,0.3,0.6,78
249,260,cc,110.7,-138.5,0.8,0.3,57
99,1800,cc,81.9,-17.1,4.8,0.43,0
143,264,cc,24.8,-117.7,0.2,0.27,10
127,801,cc,23,-103.9,0.2,0.23,11
125,107,AIv6a,38.4,-86.4,0.4,0.87,103
129,1722,AIv6a,40.2,-89.3,0.4,1.13,65
109,1921,AIv6a,81.9,-27,3,0.17,2
148,1095,AIv6a,107.5,-40.6,2.6,0.23,30
105,1275,AIv6a,68.7,-36.3,1.9,0.5,0
262,8620,AIv6a,80,-182.4,0.4,0.43,49
71,479,AIv6a,19,-51.9,0.4,0.87,40
241,89,AIv6a,203.7,-37.6,5.4,0.9,34
622,374,AIv6a,118,-503.6,0.2,0.63,51
606,805,AIv6a,179.9,-426.5,0.4,0.37,42
953,328,AIv6a,224.7,-728.1,0.3,0.37,47
976,328,AIv6a,248.9,-727.3,0.3,0.33,48
322,439,AIv6a,55.5,-266.9,0.2,0.5,42
306,508,AIv6a,50.7,-255.8,0.2,0.97,44
102,1454,AIv6a,72.9,-28.6,2.5,0.4,0
119,350,AIv6a,40.4,-79,0.5,0.93,66
98,1162,AIv6a,32.5,-65.4,0.5,0.97,64
221,389,AIv6a,64,-157.5,0.4,1,82
165,2170,AIv6a,43.1,-122.1,0.4,0.77,54
87,459,AIv6a,31.9,-54.8,0.6,1.4,51
112,624,AIv6a,22.1,-89.9,0.2,0.87,64
76,7076,ORBl5,24.8,-51.4,0.5,0.47,46
471,1383,AIv6a,126,-345.3,0.4,0.6,61
71,1461,AIv6a,21.5,-49.4,0.4,0.93,35
313,238,AIv6a,98.6,-214.6,0.5,0.83,73
409,2292,AIv6a,127.4,-281.7,0.5,0.27,62
116,4330,AIv6a,37.1,-78.5,0.5,0.4,48
97,777,AIv6a,28.8,-68.6,0.4,0.3,78
64,2220,AIv6a,16.6,-47.2,0.4,0.47,32
152,315,AIv6a,40.3,-111.5,0.4,0.77,49
97,1251,AIv6a,30.7,-66.6,0.5,0.2,73
112,497,AIv6a,38.7,-73,0.5,0.73,73
99,601,AIv6a,24.9,-74.2,0.3,0.8,68
326,822,ORBl5,84.6,-241.8,0.3,0.4,61
200,2306,ORBl5,56.3,-143.2,0.4,0.53,64
131,3417,ORBl5,44.4,-87,0.5,0.53,41
91,7724,ORBl5,34.3,-56.4,0.6,0.6,35
171,1186,ORBl5,54.4,-116.4,0.5,0.43,61
109,613,ORBl5,40,-68.9,0.6,0.5,41
367,706,ORBl5,103.7,-263.8,0.4,0.47,80
151,4338,ORBl5,69,-81.9,0.8,0.63,53
133,2022,ORBl5,42.5,-90.4,0.5,0.63,60
121,608,ORBl5,36.7,-84.8,0.4,0.53,28
128,3581,ORBl5,22.7,-104.9,0.2,0.3,13
123,1156,ORBl5,20.3,-103,0.2,0.27,11
766,191,ORBl2/3,187.4,-578.5,0.3,0.43,65
781,192,ORBl2/3,185.1,-596.3,0.3,0.4,62
207,3243,ORBl2/3,52.8,-154,0.3,0.17,16
647,782,ORBl2/3,213.5,-433.2,0.5,0.57,67
126,2784,ORBl2/3,27.6,-98,0.3,0.67,39
260,7130,ORBl5,55.4,-204.8,0.3,0.8,31
166,7406,ORBl5,54.6,-111.2,0.5,0.63,43
239,1287,ORBl5,86.4,-152.9,0.6,0.43,65
147,5051,ORBl5,52.3,-94.5,0.6,0.97,41
364,2116,ORBl5,104,-259.8,0.4,0.5,69
225,1926,ORBl5,51.2,-173.9,0.3,0.23,16
179,3528,ORBl5,59.9,-119.2,0.5,0.53,59
160,1486,ORBl5,55.7,-104.5,0.5,0.53,64
260,953,ORBl5,84.9,-175.4,0.5,0.43,70
256,2245,ORBl5,85.6,-170,0.5,0.47,47
353,1495,ORBl5,103.8,-249.6,0.4,0.43,78
130,597,ORBl5,40.7,-89.1,0.5,0.6,26
134,2419,ORBl5,42.3,-91.6,0.5,0.47,54
225,1092,ORBl5,69.1,-155.4,0.4,0.5,67
110,1183,ORBl5,36,-73.5,0.5,0.47,56
152,2167,ORBl5,55,-96.8,0.6,0.5,36
187,559,ORBl5,62.9,-124.2,0.5,0.47,50
107,809,ORBl5,39,-68,0.6,0.43,44
135,875,ORBl5,43,-92.4,0.5,0.5,52
149,651,ORBl5,47.7,-101.2,0.5,0.43,59
565,1866,CTXsp,160,-405.4,0.4,0.3,51
162,2650,CTXsp,93.9,-68.3,1.4,0.63,16
632,1334,CTXsp,138,-493.7,0.3,0.57,52
152,2401,CTXsp,11.4,-140.4,0.1,0.73,15
778,668,CTXsp,317.6,-460.6,0.7,0.43,71
1053,131,CTXsp,423.7,-629.2,0.7,0.5,72
221,3386,CTXsp,145.4,-76,1.9,1.17,42
196,2197,ORBl2/3,60.5,-135.6,0.4,0.33,44
246,369,ORBl2/3,87.9,-158.2,0.6,0.3,45
141,5074,ORBl2/3,41.9,-99.5,0.4,0.33,36
1601,3452,ORBl5,455,-1146.4,0.4,0.43,69
1590,3870,ORBl5,448.8,-1140.7,0.4,0.43,68
1690,517,ORBl2/3,487.1,-1203,0.4,0.47,69
315,1532,ORBl5,102.5,-212.7,0.5,0.37,65
340,671,ORBl5,114.8,-225.1,0.5,0.3,78
235,9837,ORBl2/3,32.8,-201.8,0.2,0.17,45
225,637,ORBl2/3,61.3,-164.2,0.4,0.4,62
155,7498,ORBl2/3,15.1,-139.8,0.1,0.67,42
141,7382,ORBl2/3,28,-112.7,0.2,0.2,15
254,3788,ORBl2/3,52.5,-201.8,0.3,0.2,25
731,1695,ORBl2/3,208,-523.1,0.4,0.43,57
205,2176,ORBl2/3,60.1,-145.3,0.4,0.57,49
191,1461,ORBl5,69.6,-121.2,0.6,0.43,73
174,598,ORBl2/3,57.9,-116.3,0.5,0.4,50
227,837,ORBl2/3,78.1,-149.4,0.5,0.4,64
198,437,ORBl2/3,62.6,-135.4,0.5,0.43,57
233,4132,EPd,84.6,-148.7,0.6,0.4,53
220,746,EPd,63.5,-156.8,0.4,0.3,43
277,6301,EPd,97.4,-179.9,0.5,0.43,37
359,436,EPd,118.8,-240.5,0.5,0.3,55
221,2590,EPd,40.2,-181,0.2,0.3,14
221,4466,EPd,45.9,-174.9,0.3,1.07,32
360,456,CTXsp,64.4,-296.1,0.2,0.2,32
137,324,CTXsp,47.4,-90.1,0.5,0.53,29
546,75,CTXsp,168.5,-377.3,0.4,0.5,48
133,3744,CTXsp,30.8,-101.7,0.3,0.27,15
564,628,CTXsp,169.3,-394.4,0.4,0.43,49
106,813,CTXsp,36.8,-69.4,0.5,0.3,24
330,1283,CTXsp,106.8,-223,0.5,0.37,48
966,70,CTXsp,279,-686.7,0.4,0.4,59
171,3935,CTXsp,101.9,-68.6,1.5,0.5,18
170,3405,CTXsp,39.6,-130.8,0.3,0.13,42
126,975,CTXsp,36.1,-89.5,0.4,0.4,29
148,3573,EPd,32.9,-115.4,0.3,0.2,55
149,3647,EPd,25.7,-123.6,0.2,0.2,67
145,53,EPd,42.8,-102.5,0.4,0.13,49
130,452,CTXsp,39.4,-90.3,0.4,0.33,39
129,5739,EPd,94.1,-35.2,2.7,1.07,2
161,558,EPd,51,-109.7,0.5,0.37,52
120,1648,EPd,41.1,-78.6,0.5,0.3,49
99,1269,EPd,28.3,-70.7,0.4,0.43,48
278,1292,EPd,90.6,-187.2,0.5,0.33,50
